t [s]	 x [feet] 	 y [feet] 	 z [feet]
0.088000	0.347784	44.798091	6.005286
0.088500	0.462170	44.699260	6.018081
0.089000	0.464488	44.586806	6.007965
0.089500	0.407359	44.531670	6.097154
0.090000	0.471233	44.510074	5.969178
0.090500	0.431654	44.487310	5.921902
0.091000	0.370304	44.445942	6.032162
0.091500	0.381162	44.376285	5.995608
0.092000	0.415413	44.274853	5.934955
0.092500	0.382071	44.181493	6.035826
0.093000	0.369938	44.254442	5.956938
0.093500	0.382166	44.114329	6.068802
0.094000	0.479252	44.127974	5.934723
0.094500	0.416918	44.065051	5.984731
0.095000	0.407957	43.955367	6.023058
0.095500	0.435327	44.015813	5.935195
0.096000	0.467883	43.872008	5.975522
0.096500	0.449293	43.847325	5.896897
0.097000	0.430838	43.834915	6.018320
0.097500	0.404848	43.700824	5.944756
0.098000	0.370186	43.599736	6.007076
0.098500	0.396247	43.611624	5.908924
0.099000	0.418461	43.491317	5.968314
0.099500	0.509054	43.557739	5.956728
0.100000	0.329267	43.501678	5.946308
0.100500	0.457865	43.433004	5.960916
0.101000	0.343296	43.388359	5.937351
0.101500	0.360717	43.259872	5.984336
0.102000	0.429253	43.249775	5.881024
0.102500	0.441227	43.173301	5.964864
0.103000	0.476860	43.202567	5.980078
0.103500	0.463687	43.049226	5.967927
0.104000	0.459566	43.012384	5.943030
0.104500	0.404620	42.967495	5.924352
0.105000	0.427843	42.892245	5.893718
0.105500	0.432460	42.933501	5.958063
0.106000	0.466150	42.907354	6.011522
0.106500	0.419376	42.797211	5.885991
0.107000	0.458955	42.684200	5.900139
0.107500	0.473235	42.762196	5.923873
0.108000	0.344838	42.615750	5.947635
0.108500	0.362331	42.568679	5.877121
0.109000	0.459321	42.591370	5.841799
0.109500	0.442792	42.414990	5.899416
0.110000	0.437282	42.482265	5.854886
0.110500	0.426095	42.271610	5.904251
0.111000	0.441880	42.258433	5.963015
0.111500	0.426890	42.336792	5.945632
0.112000	0.419239	42.113374	5.936097
0.112500	0.399177	42.139063	5.871755
0.113000	0.464670	42.076000	5.882835
0.113500	0.443431	42.042864	5.901441
0.114000	0.448681	41.980944	5.882937
0.114500	0.411538	41.976873	5.906121
0.115000	0.389172	41.826788	5.905732
0.115500	0.427235	41.825290	5.885582
0.116000	0.413027	41.821519	5.825575
0.116500	0.401796	41.779568	5.810880
0.117000	0.491269	41.673162	5.807060
0.117500	0.442875	41.663735	5.849350
0.118000	0.417129	41.537672	5.850091
0.118500	0.424013	41.456560	5.857202
0.119000	0.385899	41.517396	5.753631
0.119500	0.330941	41.383649	5.896195
0.120000	0.442826	41.435185	5.912306
0.120500	0.434219	41.248899	5.821179
0.121000	0.402974	41.323860	5.934064
0.121500	0.384301	41.079272	5.871473
0.122000	0.488246	41.055075	5.820096
0.122500	0.365172	41.075268	5.771899
0.123000	0.428285	41.037590	5.833537
0.123500	0.434967	41.007762	5.816877
0.124000	0.387550	40.972896	5.794186
0.124500	0.389715	40.872309	5.783863
0.125000	0.396295	40.845935	5.829467
0.125500	0.515387	40.789271	5.758655
0.126000	0.464375	40.750905	5.786505
0.126500	0.489716	40.644983	5.841085
0.127000	0.419161	40.565745	5.827367
0.127500	0.458723	40.520588	5.864160
0.128000	0.435825	40.602543	5.837026
0.128500	0.428687	40.480401	5.789889
0.129000	0.431183	40.451320	5.784081
0.129500	0.406209	40.333333	5.791699
0.130000	0.453912	40.300128	5.825514
0.130500	0.473529	40.222364	5.835845
0.131000	0.395340	40.246898	5.761515
0.131500	0.422240	40.147841	5.784721
0.132000	0.362199	40.085391	5.806268
0.132500	0.408786	40.047344	5.720226
0.133000	0.343146	39.958130	5.821434
0.133500	0.406798	39.891535	5.769004
0.134000	0.425298	39.921502	5.728010
0.134500	0.376061	39.843196	5.767718
0.135000	0.365635	39.773008	5.849036
0.135500	0.445131	39.685855	5.764863
0.136000	0.391300	39.660818	5.768743
0.136500	0.381614	39.636736	5.821487
0.137000	0.388297	39.621027	5.706018
0.137500	0.454275	39.432155	5.759088
0.138000	0.441087	39.502920	5.693307
0.138500	0.349757	39.348914	5.680670
0.139000	0.421447	39.342758	5.772268
0.139500	0.371467	39.318084	5.806990
0.140000	0.348995	39.228231	5.782262
0.140500	0.426975	39.211814	5.755606
0.141000	0.376154	39.053080	5.789419
0.141500	0.357941	39.122737	5.718178
0.142000	0.329167	39.060419	5.718651
0.142500	0.387463	38.996545	5.739404
0.143000	0.433110	38.905623	5.711139
0.143500	0.400721	38.889016	5.658326
0.144000	0.339328	38.790655	5.678465
0.144500	0.420846	38.865787	5.668547
0.145000	0.508663	38.708178	5.709630
0.145500	0.440671	38.693366	5.772023
0.146000	0.386043	38.601610	5.695475
0.146500	0.424892	38.588068	5.734738
0.147000	0.452553	38.415552	5.684397
0.147500	0.385045	38.399513	5.625663
0.148000	0.375583	38.446990	5.713884
0.148500	0.399252	38.387414	5.672785
0.149000	0.379479	38.302029	5.687742
0.149500	0.379293	38.278470	5.608749
0.150000	0.393145	38.149924	5.660844
0.150500	0.352711	38.188935	5.761403
0.151000	0.424784	38.057188	5.634816
0.151500	0.344720	38.072114	5.658801
0.152000	0.372203	37.976326	5.680763
0.152500	0.415412	37.956014	5.690955
0.153000	0.373607	37.821084	5.611150
0.153500	0.358482	37.741577	5.618500
0.154000	0.393805	37.763562	5.642631
0.154500	0.423394	37.691675	5.707408
0.155000	0.419866	37.664148	5.622238
0.155500	0.367670	37.646119	5.629327
0.156000	0.369370	37.585260	5.548342
0.156500	0.420437	37.523575	5.644699
0.157000	0.404720	37.451142	5.669631
0.157500	0.426039	37.441866	5.658756
0.158000	0.465554	37.369938	5.552607
0.158500	0.389511	37.344292	5.641358
0.159000	0.396190	37.317285	5.679639
0.159500	0.381633	37.202468	5.645024
0.160000	0.371361	37.120458	5.632501
0.160500	0.345152	37.106799	5.586411
0.161000	0.357617	37.052478	5.569690
0.161500	0.341774	36.901158	5.604283
0.162000	0.412313	36.981998	5.531416
0.162500	0.428640	36.822624	5.582973
0.163000	0.380612	36.820703	5.598011
0.163500	0.465566	36.834806	5.605084
0.164000	0.366713	36.714473	5.548528
0.164500	0.392357	36.716763	5.573041
0.165000	0.440997	36.681680	5.622878
0.165500	0.447474	36.542885	5.607824
0.166000	0.446844	36.498030	5.533845
0.166500	0.464907	36.447654	5.471774
0.167000	0.508246	36.323348	5.618511
0.167500	0.351263	36.344351	5.667032
0.168000	0.388247	36.281667	5.588287
0.168500	0.323563	36.248358	5.560199
0.169000	0.454282	36.220532	5.552301
0.169500	0.305366	36.131981	5.488308
0.170000	0.380135	36.085884	5.572314
0.170500	0.382228	36.014623	5.576577
0.171000	0.377351	35.971200	5.515926
0.171500	0.426074	35.878004	5.604784
0.172000	0.424014	35.935353	5.557543
0.172500	0.381759	35.785200	5.514540
0.173000	0.394129	35.746233	5.478687
0.173500	0.519099	35.703128	5.460696
0.174000	0.379457	35.678053	5.506884
0.174500	0.348124	35.572008	5.544691
0.175000	0.370737	35.574950	5.559945
0.175500	0.454983	35.455144	5.514131
0.176000	0.466212	35.402726	5.551920
0.176500	0.375624	35.388917	5.479550
0.177000	0.420118	35.426260	5.479015
0.177500	0.383265	35.310281	5.537323
0.178000	0.357165	35.226477	5.512042
0.178500	0.413865	35.203247	5.537400
0.179000	0.435156	35.161035	5.461228
0.179500	0.353894	35.082677	5.488962
0.180000	0.393363	34.993039	5.473623
0.180500	0.423137	34.980614	5.429769
0.181000	0.391861	34.893194	5.495380
0.181500	0.388279	34.939292	5.383354
0.182000	0.363044	34.869074	5.461846
0.182500	0.345211	34.835841	5.462060
0.183000	0.441857	34.701628	5.565684
0.183500	0.294073	34.718813	5.462726
0.184000	0.343704	34.602029	5.453637
0.184500	0.366083	34.562875	5.482417
0.185000	0.437820	34.530004	5.466425
0.185500	0.405419	34.430136	5.434591
0.186000	0.433426	34.443269	5.474083
0.186500	0.357785	34.351569	5.342237
0.187000	0.410243	34.386487	5.413890
0.187500	0.356538	34.305437	5.397356
0.188000	0.375295	34.210132	5.461587
0.188500	0.344642	34.120613	5.443771
0.189000	0.407288	34.102643	5.376412
0.189500	0.325628	34.079319	5.329699
0.190000	0.402452	34.080724	5.378248
0.190500	0.459293	33.977079	5.396798
0.191000	0.385635	33.916811	5.445914
0.191500	0.397382	33.836924	5.415630
0.192000	0.336046	33.775102	5.436997
0.192500	0.372597	33.756913	5.411473
0.193000	0.384745	33.669238	5.400741
0.193500	0.399298	33.615441	5.360026
0.194000	0.390389	33.602661	5.449948
0.194500	0.382365	33.576969	5.424097
0.195000	0.428459	33.379700	5.439376
0.195500	0.431276	33.378370	5.397758
0.196000	0.421444	33.429522	5.395166
0.196500	0.421336	33.374260	5.336613
0.197000	0.302321	33.233226	5.329445
0.197500	0.248173	33.219375	5.273982
0.198000	0.360718	33.124313	5.295805
0.198500	0.374713	33.097935	5.363178
0.199000	0.368510	33.048978	5.387515
0.199500	0.346199	33.051032	5.347982
0.200000	0.422281	32.904511	5.280558
0.200500	0.400428	32.880300	5.412008
0.201000	0.370490	32.808336	5.254372
0.201500	0.477830	32.734230	5.243599
0.202000	0.499836	32.748939	5.337283
0.202500	0.396543	32.727747	5.196677
0.203000	0.397547	32.631431	5.256686
0.203500	0.354832	32.541853	5.289106
0.204000	0.396673	32.479183	5.309626
0.204500	0.361427	32.449327	5.292495
0.205000	0.403083	32.423069	5.196868
0.205500	0.443898	32.432961	5.317920
0.206000	0.304197	32.274553	5.274866
0.206500	0.434103	32.323321	5.252713
0.207000	0.405069	32.208303	5.317686
0.207500	0.420635	32.201544	5.270306
0.208000	0.418675	32.078711	5.186215
0.208500	0.482963	32.138673	5.185467
0.209000	0.369388	31.985008	5.288854
0.209500	0.358801	31.930585	5.358311
0.210000	0.411868	31.846898	5.306916
0.210500	0.387081	31.855332	5.218320
0.211000	0.406947	31.835124	5.241503
0.211500	0.387745	31.756241	5.236410
0.212000	0.431272	31.634276	5.228016
0.212500	0.411139	31.674423	5.231192
0.213000	0.391597	31.594803	5.233880
0.213500	0.429241	31.599050	5.253876
0.214000	0.410065	31.481826	5.264892
0.214500	0.403298	31.443456	5.267579
0.215000	0.391681	31.391161	5.201994
0.215500	0.376283	31.318965	5.119586
0.216000	0.344237	31.237406	5.294301
0.216500	0.459686	31.188493	5.219247
0.217000	0.441919	31.148309	5.149290
0.217500	0.438976	31.192094	5.161223
0.218000	0.335041	31.111469	5.263501
0.218500	0.447647	31.016821	5.130276
0.219000	0.394525	30.976937	5.137403
0.219500	0.357750	30.931651	5.250259
0.220000	0.395017	30.892156	5.175800
0.220500	0.398989	30.783303	5.161295
0.221000	0.359650	30.775680	5.169057
0.221500	0.446832	30.693337	5.201900
0.222000	0.412831	30.654400	5.132083
0.222500	0.396165	30.535811	5.148998
0.223000	0.398892	30.540908	5.182971
0.223500	0.417282	30.501217	5.129778
0.224000	0.433120	30.422827	5.095519
0.224500	0.427771	30.316659	5.132694
0.225000	0.413125	30.346356	5.115678
0.225500	0.392583	30.296277	5.094868
0.226000	0.396795	30.120772	5.081288
0.226500	0.440009	30.224642	5.036774
0.227000	0.436042	30.111642	5.047997
0.227500	0.373814	30.065134	5.091620
0.228000	0.328559	30.052350	5.091223
0.228500	0.432567	30.015434	5.129404
0.229000	0.423505	29.842055	5.076404
0.229500	0.416404	29.922433	5.037581
0.230000	0.406837	29.793639	5.051153
0.230500	0.492477	29.771265	5.151404
0.231000	0.406781	29.702555	5.115770
0.231500	0.442086	29.703055	5.011603
0.232000	0.349755	29.558983	5.054878
0.232500	0.344129	29.580753	5.036194
0.233000	0.454995	29.467218	5.029220
0.233500	0.382709	29.398416	5.046340
0.234000	0.349155	29.417857	5.079744
0.234500	0.349807	29.329771	4.968368
0.235000	0.408031	29.389518	5.001672
0.235500	0.409659	29.300571	5.000127
0.236000	0.363168	29.184988	5.041524
0.236500	0.382843	29.138886	5.057978
0.237000	0.403332	29.105958	5.006826
0.237500	0.392364	29.029395	5.066794
0.238000	0.404766	28.903666	5.035313
0.238500	0.377714	28.931016	5.032253
0.239000	0.468089	28.848570	5.081457
0.239500	0.350938	28.734053	4.909478
0.240000	0.414250	28.776327	4.953214
0.240500	0.395233	28.766555	4.968057
0.241000	0.350245	28.716941	5.018214
0.241500	0.481040	28.672162	4.968964
0.242000	0.395660	28.583168	4.979060
0.242500	0.364889	28.526993	4.902970
0.243000	0.474503	28.444936	4.950335
0.243500	0.341978	28.433152	4.927790
0.244000	0.379229	28.398031	4.955011
0.244500	0.349063	28.265219	4.929854
0.245000	0.364835	28.240389	4.957525
0.245500	0.357487	28.190773	4.895496
0.246000	0.388886	28.126737	4.931945
0.246500	0.378259	28.103144	4.866631
0.247000	0.391911	28.081460	4.914193
0.247500	0.404364	28.063787	4.962055
0.248000	0.441405	27.904198	4.910787
0.248500	0.399480	27.875088	4.890039
0.249000	0.364511	27.871402	4.861030
0.249500	0.465453	27.778331	4.853639
0.250000	0.339843	27.751368	4.855264
0.250500	0.405776	27.693802	4.834170
0.251000	0.394618	27.590365	4.878871
0.251500	0.422461	27.542137	4.947972
0.252000	0.372263	27.534587	4.862610
0.252500	0.408430	27.475504	4.897100
0.253000	0.382834	27.440982	4.895482
0.253500	0.386095	27.313711	4.781444
0.254000	0.345625	27.302074	4.802777
0.254500	0.415450	27.292563	4.820021
0.255000	0.368114	27.254050	4.792286
0.255500	0.374361	27.174304	4.880360
0.256000	0.434784	27.138903	4.765196
0.256500	0.431647	27.093865	4.890025
0.257000	0.415675	27.080960	4.708296
0.257500	0.365756	26.985972	4.781795
0.258000	0.477788	26.932174	4.824651
0.258500	0.397744	26.871789	4.778092
0.259000	0.437317	26.750472	4.764664
0.259500	0.450050	26.792064	4.768155
0.260000	0.392723	26.693121	4.831210
0.260500	0.411796	26.721192	4.766713
0.261000	0.389345	26.618840	4.809969
0.261500	0.378606	26.467031	4.716977
0.262000	0.399627	26.438291	4.760331
0.262500	0.475867	26.495817	4.720735
0.263000	0.397975	26.372108	4.803142
0.263500	0.372690	26.323399	4.706881
0.264000	0.445994	26.264504	4.734957
0.264500	0.380316	26.274645	4.697092
0.265000	0.400949	26.149426	4.729961
0.265500	0.414789	26.094189	4.780762
0.266000	0.438256	26.153218	4.668487
0.266500	0.404476	26.003358	4.701979
0.267000	0.417907	26.019640	4.661221
0.267500	0.412430	25.981628	4.669390
0.268000	0.439747	25.849760	4.670172
0.268500	0.405528	25.863084	4.616619
0.269000	0.369178	25.797653	4.693531
0.269500	0.403298	25.721689	4.692427
0.270000	0.395681	25.688573	4.681112
0.270500	0.447741	25.638658	4.642909
0.271000	0.374892	25.599935	4.682881
0.271500	0.427020	25.559288	4.581532
0.272000	0.466593	25.454278	4.629736
0.272500	0.474566	25.402436	4.627991
0.273000	0.372719	25.332476	4.675052
0.273500	0.417509	25.269966	4.686957
0.274000	0.362814	25.254922	4.617701
0.274500	0.346156	25.211316	4.656923
0.275000	0.356868	25.056194	4.621277
0.275500	0.402931	25.153916	4.659988
0.276000	0.366928	25.056513	4.596459
0.276500	0.417117	24.946280	4.637341
0.277000	0.353972	24.935367	4.677344
0.277500	0.523181	24.900886	4.594083
0.278000	0.383858	24.869744	4.682560
0.278500	0.398411	24.853472	4.636593
0.279000	0.389253	24.721498	4.648399
0.279500	0.392901	24.702565	4.610414
0.280000	0.462673	24.578515	4.509454
0.280500	0.395119	24.512843	4.544355
0.281000	0.452557	24.523440	4.670690
0.281500	0.339725	24.461786	4.504725
0.282000	0.369737	24.419919	4.572229
0.282500	0.419698	24.466471	4.580310
0.283000	0.352942	24.345316	4.484378
0.283500	0.446216	24.308007	4.567341
0.284000	0.446192	24.199871	4.528291
0.284500	0.409740	24.184248	4.485364
0.285000	0.427016	24.145148	4.514512
0.285500	0.430313	24.027459	4.495422
0.286000	0.392780	23.999709	4.499661
0.286500	0.447154	23.904346	4.453666
0.287000	0.374627	23.942257	4.511038
0.287500	0.423476	23.889752	4.557246
0.288000	0.412596	23.800595	4.539951
0.288500	0.401849	23.695367	4.548468
0.289000	0.351932	23.656394	4.399137
0.289500	0.423176	23.622765	4.477986
0.290000	0.444286	23.614109	4.468079
0.290500	0.400351	23.498537	4.490281
0.291000	0.443402	23.494592	4.395759
0.291500	0.481683	23.481732	4.344228
0.292000	0.397268	23.282043	4.425765
0.292500	0.387621	23.245212	4.468438
0.293000	0.447354	23.345371	4.509697
0.293500	0.447242	23.300330	4.418392
0.294000	0.406052	23.197568	4.441404
0.294500	0.398125	23.139156	4.397266
0.295000	0.374899	23.038791	4.317543
0.295500	0.452683	22.968552	4.400772
0.296000	0.405383	22.988004	4.461800
0.296500	0.397923	22.962144	4.346787
0.297000	0.470442	22.856368	4.357013
0.297500	0.414199	22.839447	4.378206
0.298000	0.350480	22.760521	4.351860
0.298500	0.400232	22.777252	4.317098
0.299000	0.387995	22.663574	4.396236
0.299500	0.481801	22.620696	4.276107
0.300000	0.357182	22.582203	4.320651
0.300500	0.344777	22.550668	4.249976
0.301000	0.385390	22.587309	4.338366
0.301500	0.435678	22.358634	4.288640
0.302000	0.313426	22.382188	4.344928
0.302500	0.456695	22.325079	4.322694
0.303000	0.468375	22.177251	4.306725
0.303500	0.463183	22.217119	4.253838
0.304000	0.453013	22.108123	4.331204
0.304500	0.512865	22.043397	4.217542
0.305000	0.387758	22.023180	4.301192
0.305500	0.430294	22.071680	4.287851
0.306000	0.441555	21.952056	4.277354
0.306500	0.421237	21.977221	4.250175
0.307000	0.377512	21.872730	4.272669
0.307500	0.406323	21.802772	4.266664
0.308000	0.446317	21.709987	4.248194
0.308500	0.417822	21.766464	4.213174
0.309000	0.448063	21.592102	4.156680
0.309500	0.405245	21.569366	4.220005
0.310000	0.360430	21.550489	4.193812
0.310500	0.468910	21.479714	4.238370
0.311000	0.457025	21.348053	4.296221
0.311500	0.487531	21.355446	4.237433
0.312000	0.368368	21.341447	4.183033
0.312500	0.371227	21.265749	4.194821
0.313000	0.412129	21.145213	4.177121
0.313500	0.442769	21.205169	4.187276
0.314000	0.398095	21.091702	4.167639
0.314500	0.464587	21.150063	4.146161
0.315000	0.394879	20.982245	4.128418
0.315500	0.347052	20.996731	4.073129
0.316000	0.487099	20.859614	4.118634
0.316500	0.465411	20.791306	4.054129
0.317000	0.409274	20.819956	4.125186
0.317500	0.462518	20.800999	4.078803
0.318000	0.470414	20.729546	4.108777
0.318500	0.393233	20.713734	4.051740
0.319000	0.434867	20.638592	4.130941
0.319500	0.444634	20.541457	4.119951
0.320000	0.451828	20.531363	4.018417
0.320500	0.378353	20.462932	4.046469
0.321000	0.432779	20.364561	4.073656
0.321500	0.444602	20.339575	4.099269
0.322000	0.455307	20.340769	4.034077
0.322500	0.475905	20.179253	4.040854
0.323000	0.439733	20.158630	3.991140
0.323500	0.427906	20.238434	3.997832
0.324000	0.394713	20.117323	4.033842
0.324500	0.428641	19.994823	3.990204
0.325000	0.520414	19.971248	4.044729
0.325500	0.452837	19.882376	3.994293
0.326000	0.498373	19.873060	3.999565
0.326500	0.499531	19.804565	3.966342
0.327000	0.433624	19.735786	3.995079
0.327500	0.413935	19.748863	3.964072
0.328000	0.400782	19.701079	3.937232
0.328500	0.371001	19.616855	3.912761
0.329000	0.468519	19.587714	3.939430
0.329500	0.415035	19.431965	3.910074
0.330000	0.424856	19.484778	3.918092
0.330500	0.422194	19.333176	4.042769
0.331000	0.488409	19.448384	3.872118
0.331500	0.432304	19.275398	3.873138
0.332000	0.446623	19.288695	3.921465
0.332500	0.463118	19.216259	3.915611
0.333000	0.479294	19.202190	3.947939
0.333500	0.376407	19.123445	3.893372
0.334000	0.370657	19.065329	3.902954
0.334500	0.483462	18.974248	3.903984
0.335000	0.423740	18.970872	3.888314
0.335500	0.445925	18.880313	3.862156
0.336000	0.507988	18.857320	3.856360
0.336500	0.508635	18.877575	3.871119
0.337000	0.417105	18.779884	3.868801
0.337500	0.481113	18.700202	3.875826
0.338000	0.437011	18.707200	3.866870
0.338500	0.467244	18.678871	3.930830
0.339000	0.420906	18.637758	3.842708
0.339500	0.477841	18.513472	3.769724
0.340000	0.437140	18.448881	3.782255
0.340500	0.399204	18.396772	3.829840
0.341000	0.482898	18.296921	3.851691
0.341500	0.482653	18.390521	3.813428
0.342000	0.478594	18.213898	3.824647
0.342500	0.368514	18.211224	3.824736
0.343000	0.483011	18.144631	3.765394
0.343500	0.545678	18.123895	3.764919
0.344000	0.453237	18.028511	3.797414
0.344500	0.447297	17.960009	3.703995
0.345000	0.499425	17.958003	3.765363
0.345500	0.443976	17.914975	3.753939
0.346000	0.452220	17.819067	3.766006
0.346500	0.530568	17.724465	3.684207
0.347000	0.443666	17.691790	3.740078
0.347500	0.526261	17.677608	3.709550
0.348000	0.453840	17.633162	3.672546
